type,entity,text
match,Rajasthan Royals vs Royal Challengers Bengaluru,IPL match on 2012-04-23: Rajasthan Royals played against Royal Challengers Bengaluru at Sawai Mansingh Stadium. Toss winner was Rajasthan Royals who chose to field. Match winner was Royal Challengers Bengaluru.
match,Pune Warriors vs Delhi Capitals,IPL match on 2012-04-24: Pune Warriors played against Delhi Capitals at Subrata Roy Sahara Stadium. Toss winner was Pune Warriors who chose to bat. Match winner was Delhi Capitals.
match,Punjab Kings vs Mumbai Indians,"IPL match on 2012-04-25: Punjab Kings played against Mumbai Indians at Punjab Cricket Association Stadium, Mohali. Toss winner was Punjab Kings who chose to bat. Match winner was Mumbai Indians."
match,Pune Warriors vs Deccan Chargers,IPL match on 2012-04-26: Pune Warriors played against Deccan Chargers at Subrata Roy Sahara Stadium. Toss winner was Deccan Chargers who chose to bat. Match winner was Deccan Chargers.
match,Delhi Capitals vs Mumbai Indians,IPL match on 2012-04-27: Delhi Capitals played against Mumbai Indians at Feroz Shah Kotla. Toss winner was Mumbai Indians who chose to field. Match winner was Delhi Capitals.
match,Chennai Super Kings vs Punjab Kings,"IPL match on 2012-04-28: Chennai Super Kings played against Punjab Kings at MA Chidambaram Stadium, Chepauk. Toss winner was Punjab Kings who chose to bat. Match winner was Punjab Kings."
match,Kolkata Knight Riders vs Royal Challengers Bengaluru,IPL match on 2012-04-28: Kolkata Knight Riders played against Royal Challengers Bengaluru at Eden Gardens. Toss winner was Kolkata Knight Riders who chose to bat. Match winner was Kolkata Knight Riders.
match,Delhi Capitals vs Rajasthan Royals,IPL match on 2012-04-29: Delhi Capitals played against Rajasthan Royals at Feroz Shah Kotla. Toss winner was Delhi Capitals who chose to bat. Match winner was Delhi Capitals.
match,Mumbai Indians vs Deccan Chargers,IPL match on 2012-04-29: Mumbai Indians played against Deccan Chargers at Wankhede Stadium. Toss winner was Mumbai Indians who chose to field. Match winner was Mumbai Indians.
match,Chennai Super Kings vs Kolkata Knight Riders,"IPL match on 2012-04-30: Chennai Super Kings played against Kolkata Knight Riders at MA Chidambaram Stadium, Chepauk. Toss winner was Chennai Super Kings who chose to bat. Match winner was Kolkata Knight Riders."
match,Deccan Chargers vs Pune Warriors,IPL match on 2012-05-01: Deccan Chargers played against Pune Warriors at Barabati Stadium. Toss winner was Deccan Chargers who chose to bat. Match winner was Deccan Chargers.
match,Rajasthan Royals vs Delhi Capitals,IPL match on 2012-05-01: Rajasthan Royals played against Delhi Capitals at Sawai Mansingh Stadium. Toss winner was Rajasthan Royals who chose to bat. Match winner was Delhi Capitals.
match,Royal Challengers Bengaluru vs Punjab Kings,IPL match on 2012-05-02: Royal Challengers Bengaluru played against Punjab Kings at M Chinnaswamy Stadium. Toss winner was Punjab Kings who chose to field. Match winner was Punjab Kings.
match,Pune Warriors vs Mumbai Indians,IPL match on 2012-05-03: Pune Warriors played against Mumbai Indians at Subrata Roy Sahara Stadium. Toss winner was Mumbai Indians who chose to bat. Match winner was Mumbai Indians.
match,Chennai Super Kings vs Deccan Chargers,"IPL match on 2012-05-04: Chennai Super Kings played against Deccan Chargers at MA Chidambaram Stadium, Chepauk. Toss winner was Chennai Super Kings who chose to bat. Match winner was Chennai Super Kings."
match,Kolkata Knight Riders vs Pune Warriors,IPL match on 2012-05-05: Kolkata Knight Riders played against Pune Warriors at Eden Gardens. Toss winner was Kolkata Knight Riders who chose to bat. Match winner was Kolkata Knight Riders.
match,Punjab Kings vs Rajasthan Royals,"IPL match on 2012-05-05: Punjab Kings played against Rajasthan Royals at Punjab Cricket Association Stadium, Mohali. Toss winner was Rajasthan Royals who chose to bat. Match winner was Rajasthan Royals."
match,Mumbai Indians vs Chennai Super Kings,IPL match on 2012-05-06: Mumbai Indians played against Chennai Super Kings at Wankhede Stadium. Toss winner was Mumbai Indians who chose to field. Match winner was Mumbai Indians.
match,Royal Challengers Bengaluru vs Deccan Chargers,IPL match on 2012-05-06: Royal Challengers Bengaluru played against Deccan Chargers at M Chinnaswamy Stadium. Toss winner was Royal Challengers Bengaluru who chose to field. Match winner was Royal Challengers Bengaluru.
match,Delhi Capitals vs Kolkata Knight Riders,IPL match on 2012-05-07: Delhi Capitals played against Kolkata Knight Riders at Feroz Shah Kotla. Toss winner was Delhi Capitals who chose to bat. Match winner was Kolkata Knight Riders.
match,Pune Warriors vs Rajasthan Royals,IPL match on 2012-05-08: Pune Warriors played against Rajasthan Royals at Subrata Roy Sahara Stadium. Toss winner was Pune Warriors who chose to bat. Match winner was Rajasthan Royals.
match,Deccan Chargers vs Punjab Kings,"IPL match on 2012-05-08: Deccan Chargers played against Punjab Kings at Rajiv Gandhi International Stadium, Uppal. Toss winner was Deccan Chargers who chose to field. Match winner was Punjab Kings."
match,Mumbai Indians vs Royal Challengers Bengaluru,IPL match on 2012-05-09: Mumbai Indians played against Royal Challengers Bengaluru at Wankhede Stadium. Toss winner was Royal Challengers Bengaluru who chose to field. Match winner was Royal Challengers Bengaluru.
match,Rajasthan Royals vs Chennai Super Kings,IPL match on 2012-05-10: Rajasthan Royals played against Chennai Super Kings at Sawai Mansingh Stadium. Toss winner was Chennai Super Kings who chose to field. Match winner was Chennai Super Kings.
match,Deccan Chargers vs Delhi Capitals,"IPL match on 2012-05-10: Deccan Chargers played against Delhi Capitals at Rajiv Gandhi International Stadium, Uppal. Toss winner was Deccan Chargers who chose to bat. Match winner was Delhi Capitals."
match,Pune Warriors vs Royal Challengers Bengaluru,IPL match on 2012-05-11: Pune Warriors played against Royal Challengers Bengaluru at Subrata Roy Sahara Stadium. Toss winner was Pune Warriors who chose to field. Match winner was Royal Challengers Bengaluru.
match,Kolkata Knight Riders vs Mumbai Indians,IPL match on 2012-05-12: Kolkata Knight Riders played against Mumbai Indians at Eden Gardens. Toss winner was Mumbai Indians who chose to bat. Match winner was Mumbai Indians.
match,Chennai Super Kings vs Delhi Capitals,"IPL match on 2012-05-12: Chennai Super Kings played against Delhi Capitals at MA Chidambaram Stadium, Chepauk. Toss winner was Chennai Super Kings who chose to field. Match winner was Chennai Super Kings."
match,Rajasthan Royals vs Pune Warriors,IPL match on 2012-05-13: Rajasthan Royals played against Pune Warriors at Sawai Mansingh Stadium. Toss winner was Rajasthan Royals who chose to bat. Match winner was Rajasthan Royals.
match,Punjab Kings vs Deccan Chargers,"IPL match on 2012-05-13: Punjab Kings played against Deccan Chargers at Punjab Cricket Association Stadium, Mohali. Toss winner was Deccan Chargers who chose to bat. Match winner was Punjab Kings."
match,Kolkata Knight Riders vs Chennai Super Kings,IPL match on 2012-05-14: Kolkata Knight Riders played against Chennai Super Kings at Eden Gardens. Toss winner was Chennai Super Kings who chose to field. Match winner was Chennai Super Kings.
match,Royal Challengers Bengaluru vs Mumbai Indians,IPL match on 2012-05-14: Royal Challengers Bengaluru played against Mumbai Indians at M Chinnaswamy Stadium. Toss winner was Mumbai Indians who chose to field. Match winner was Mumbai Indians.
match,Delhi Capitals vs Punjab Kings,IPL match on 2012-05-15: Delhi Capitals played against Punjab Kings at Feroz Shah Kotla. Toss winner was Punjab Kings who chose to bat. Match winner was Delhi Capitals.
match,Mumbai Indians vs Kolkata Knight Riders,IPL match on 2012-05-16: Mumbai Indians played against Kolkata Knight Riders at Wankhede Stadium. Toss winner was Mumbai Indians who chose to field. Match winner was Kolkata Knight Riders.
match,Delhi Capitals vs Royal Challengers Bengaluru,IPL match on 2012-05-17: Delhi Capitals played against Royal Challengers Bengaluru at Feroz Shah Kotla. Toss winner was Delhi Capitals who chose to field. Match winner was Royal Challengers Bengaluru.
match,Punjab Kings vs Chennai Super Kings,IPL match on 2012-05-17: Punjab Kings played against Chennai Super Kings at Himachal Pradesh Cricket Association Stadium. Toss winner was Punjab Kings who chose to field. Match winner was Punjab Kings.
match,Deccan Chargers vs Rajasthan Royals,"IPL match on 2012-05-18: Deccan Chargers played against Rajasthan Royals at Rajiv Gandhi International Stadium, Uppal. Toss winner was Rajasthan Royals who chose to bat. Match winner was Deccan Chargers."
match,Punjab Kings vs Delhi Capitals,IPL match on 2012-05-19: Punjab Kings played against Delhi Capitals at Himachal Pradesh Cricket Association Stadium. Toss winner was Delhi Capitals who chose to field. Match winner was Delhi Capitals.
match,Pune Warriors vs Kolkata Knight Riders,IPL match on 2012-05-19: Pune Warriors played against Kolkata Knight Riders at Subrata Roy Sahara Stadium. Toss winner was Kolkata Knight Riders who chose to bat. Match winner was Kolkata Knight Riders.
match,Rajasthan Royals vs Mumbai Indians,IPL match on 2012-05-20: Rajasthan Royals played against Mumbai Indians at Sawai Mansingh Stadium. Toss winner was Rajasthan Royals who chose to bat. Match winner was Mumbai Indians.
match,Deccan Chargers vs Royal Challengers Bengaluru,"IPL match on 2012-05-20: Deccan Chargers played against Royal Challengers Bengaluru at Rajiv Gandhi International Stadium, Uppal. Toss winner was Royal Challengers Bengaluru who chose to field. Match winner was Deccan Chargers."
match,Delhi Capitals vs Kolkata Knight Riders,IPL match on 2012-05-22: Delhi Capitals played against Kolkata Knight Riders at Subrata Roy Sahara Stadium. Toss winner was Kolkata Knight Riders who chose to bat. Match winner was Kolkata Knight Riders.
match,Chennai Super Kings vs Mumbai Indians,IPL match on 2012-05-23: Chennai Super Kings played against Mumbai Indians at M Chinnaswamy Stadium. Toss winner was Mumbai Indians who chose to field. Match winner was Chennai Super Kings.
match,Delhi Capitals vs Chennai Super Kings,"IPL match on 2012-05-25: Delhi Capitals played against Chennai Super Kings at MA Chidambaram Stadium, Chepauk. Toss winner was Delhi Capitals who chose to field. Match winner was Chennai Super Kings."
match,Kolkata Knight Riders vs Chennai Super Kings,"IPL match on 2012-05-27: Kolkata Knight Riders played against Chennai Super Kings at MA Chidambaram Stadium, Chepauk. Toss winner was Chennai Super Kings who chose to bat. Match winner was Kolkata Knight Riders."
match,Kolkata Knight Riders vs Delhi Capitals,IPL match on 2013-04-03: Kolkata Knight Riders played against Delhi Capitals at Eden Gardens. Toss winner was Kolkata Knight Riders who chose to field. Match winner was Kolkata Knight Riders.
match,Royal Challengers Bengaluru vs Mumbai Indians,IPL match on 2013-04-04: Royal Challengers Bengaluru played against Mumbai Indians at M Chinnaswamy Stadium. Toss winner was Mumbai Indians who chose to field. Match winner was Royal Challengers Bengaluru.
match,Sunrisers Hyderabad vs Pune Warriors,"IPL match on 2013-04-05: Sunrisers Hyderabad played against Pune Warriors at Rajiv Gandhi International Stadium, Uppal. Toss winner was Pune Warriors who chose to field. Match winner was Sunrisers Hyderabad."
match,Delhi Capitals vs Rajasthan Royals,IPL match on 2013-04-06: Delhi Capitals played against Rajasthan Royals at Feroz Shah Kotla. Toss winner was Rajasthan Royals who chose to bat. Match winner was Rajasthan Royals.
match,Chennai Super Kings vs Mumbai Indians,"IPL match on 2013-04-06: Chennai Super Kings played against Mumbai Indians at MA Chidambaram Stadium, Chepauk. Toss winner was Mumbai Indians who chose to bat. Match winner was Mumbai Indians."
match,Pune Warriors vs Punjab Kings,IPL match on 2013-04-07: Pune Warriors played against Punjab Kings at Subrata Roy Sahara Stadium. Toss winner was Pune Warriors who chose to bat. Match winner was Punjab Kings.
match,Sunrisers Hyderabad vs Royal Challengers Bengaluru,"IPL match on 2013-04-07: Sunrisers Hyderabad played against Royal Challengers Bengaluru at Rajiv Gandhi International Stadium, Uppal. Toss winner was Royal Challengers Bengaluru who chose to bat. Match winner was No Result."
match,Rajasthan Royals vs Kolkata Knight Riders,IPL match on 2013-04-08: Rajasthan Royals played against Kolkata Knight Riders at Sawai Mansingh Stadium. Toss winner was Kolkata Knight Riders who chose to field. Match winner was Rajasthan Royals.
match,Mumbai Indians vs Delhi Capitals,IPL match on 2013-04-09: Mumbai Indians played against Delhi Capitals at Wankhede Stadium. Toss winner was Mumbai Indians who chose to bat. Match winner was Mumbai Indians.
match,Royal Challengers Bengaluru vs Sunrisers Hyderabad,IPL match on 2013-04-09: Royal Challengers Bengaluru played against Sunrisers Hyderabad at M Chinnaswamy Stadium. Toss winner was Sunrisers Hyderabad who chose to bat. Match winner was Royal Challengers Bengaluru.
match,Punjab Kings vs Chennai Super Kings,"IPL match on 2013-04-10: Punjab Kings played against Chennai Super Kings at Punjab Cricket Association Stadium, Mohali. Toss winner was Chennai Super Kings who chose to field. Match winner was Chennai Super Kings."
match,Royal Challengers Bengaluru vs Kolkata Knight Riders,IPL match on 2013-04-11: Royal Challengers Bengaluru played against Kolkata Knight Riders at M Chinnaswamy Stadium. Toss winner was Royal Challengers Bengaluru who chose to field. Match winner was Royal Challengers Bengaluru.
match,Pune Warriors vs Rajasthan Royals,IPL match on 2013-04-11: Pune Warriors played against Rajasthan Royals at Subrata Roy Sahara Stadium. Toss winner was Rajasthan Royals who chose to bat. Match winner was Pune Warriors.
match,Delhi Capitals vs Sunrisers Hyderabad,IPL match on 2013-04-12: Delhi Capitals played against Sunrisers Hyderabad at Feroz Shah Kotla. Toss winner was Delhi Capitals who chose to bat. Match winner was Sunrisers Hyderabad.
match,Chennai Super Kings vs Royal Challengers Bengaluru,"IPL match on 2013-04-13: Chennai Super Kings played against Royal Challengers Bengaluru at MA Chidambaram Stadium, Chepauk. Toss winner was Chennai Super Kings who chose to field. Match winner was Chennai Super Kings."
match,Mumbai Indians vs Pune Warriors,IPL match on 2013-04-13: Mumbai Indians played against Pune Warriors at Wankhede Stadium. Toss winner was Mumbai Indians who chose to bat. Match winner was Mumbai Indians.
match,Kolkata Knight Riders vs Sunrisers Hyderabad,IPL match on 2013-04-14: Kolkata Knight Riders played against Sunrisers Hyderabad at Eden Gardens. Toss winner was Kolkata Knight Riders who chose to bat. Match winner was Kolkata Knight Riders.
match,Rajasthan Royals vs Punjab Kings,IPL match on 2013-04-14: Rajasthan Royals played against Punjab Kings at Sawai Mansingh Stadium. Toss winner was Rajasthan Royals who chose to field. Match winner was Rajasthan Royals.
match,Chennai Super Kings vs Pune Warriors,"IPL match on 2013-04-15: Chennai Super Kings played against Pune Warriors at MA Chidambaram Stadium, Chepauk. Toss winner was Pune Warriors who chose to bat. Match winner was Pune Warriors."
match,Punjab Kings vs Kolkata Knight Riders,"IPL match on 2013-04-16: Punjab Kings played against Kolkata Knight Riders at Punjab Cricket Association Stadium, Mohali. Toss winner was Kolkata Knight Riders who chose to field. Match winner was Punjab Kings."
match,Royal Challengers Bengaluru vs Delhi Capitals,IPL match on 2013-04-16: Royal Challengers Bengaluru played against Delhi Capitals at M Chinnaswamy Stadium. Toss winner was Royal Challengers Bengaluru who chose to field. Match winner was No Result.
match,Pune Warriors vs Sunrisers Hyderabad,IPL match on 2013-04-17: Pune Warriors played against Sunrisers Hyderabad at Maharashtra Cricket Association Stadium. Toss winner was Pune Warriors who chose to field. Match winner was Sunrisers Hyderabad.
match,Rajasthan Royals vs Mumbai Indians,IPL match on 2013-04-17: Rajasthan Royals played against Mumbai Indians at Sawai Mansingh Stadium. Toss winner was Rajasthan Royals who chose to bat. Match winner was Rajasthan Royals.
match,Delhi Capitals vs Chennai Super Kings,IPL match on 2013-04-18: Delhi Capitals played against Chennai Super Kings at Feroz Shah Kotla. Toss winner was Chennai Super Kings who chose to bat. Match winner was Chennai Super Kings.
match,Sunrisers Hyderabad vs Punjab Kings,"IPL match on 2013-04-19: Sunrisers Hyderabad played against Punjab Kings at Rajiv Gandhi International Stadium, Uppal. Toss winner was Punjab Kings who chose to bat. Match winner was Sunrisers Hyderabad."
match,Kolkata Knight Riders vs Chennai Super Kings,IPL match on 2013-04-20: Kolkata Knight Riders played against Chennai Super Kings at Eden Gardens. Toss winner was Kolkata Knight Riders who chose to bat. Match winner was Chennai Super Kings.
match,Royal Challengers Bengaluru vs Rajasthan Royals,IPL match on 2013-04-20: Royal Challengers Bengaluru played against Rajasthan Royals at M Chinnaswamy Stadium. Toss winner was Royal Challengers Bengaluru who chose to field. Match winner was Royal Challengers Bengaluru.
match,Punjab Kings vs Pune Warriors,"IPL match on 2013-04-21: Punjab Kings played against Pune Warriors at Punjab Cricket Association Stadium, Mohali. Toss winner was Punjab Kings who chose to field. Match winner was Punjab Kings."
match,Delhi Capitals vs Mumbai Indians,IPL match on 2013-04-21: Delhi Capitals played against Mumbai Indians at Feroz Shah Kotla. Toss winner was Mumbai Indians who chose to bat. Match winner was Delhi Capitals.
match,Chennai Super Kings vs Rajasthan Royals,"IPL match on 2013-04-22: Chennai Super Kings played against Rajasthan Royals at MA Chidambaram Stadium, Chepauk. Toss winner was Rajasthan Royals who chose to bat. Match winner was Chennai Super Kings."
match,Delhi Capitals vs Punjab Kings,IPL match on 2013-04-23: Delhi Capitals played against Punjab Kings at Feroz Shah Kotla. Toss winner was Punjab Kings who chose to field. Match winner was Punjab Kings.
match,Royal Challengers Bengaluru vs Pune Warriors,IPL match on 2013-04-23: Royal Challengers Bengaluru played against Pune Warriors at M Chinnaswamy Stadium. Toss winner was Pune Warriors who chose to field. Match winner was Royal Challengers Bengaluru.
match,Kolkata Knight Riders vs Mumbai Indians,IPL match on 2013-04-24: Kolkata Knight Riders played against Mumbai Indians at Eden Gardens. Toss winner was Kolkata Knight Riders who chose to bat. Match winner was Mumbai Indians.
match,Chennai Super Kings vs Sunrisers Hyderabad,"IPL match on 2013-04-25: Chennai Super Kings played against Sunrisers Hyderabad at MA Chidambaram Stadium, Chepauk. Toss winner was Sunrisers Hyderabad who chose to bat. Match winner was Chennai Super Kings."
match,Kolkata Knight Riders vs Punjab Kings,IPL match on 2013-04-26: Kolkata Knight Riders played against Punjab Kings at Eden Gardens. Toss winner was Punjab Kings who chose to bat. Match winner was Kolkata Knight Riders.
match,Rajasthan Royals vs Sunrisers Hyderabad,IPL match on 2013-04-27: Rajasthan Royals played against Sunrisers Hyderabad at Sawai Mansingh Stadium. Toss winner was Sunrisers Hyderabad who chose to bat. Match winner was Rajasthan Royals.
match,Mumbai Indians vs Royal Challengers Bengaluru,IPL match on 2013-04-27: Mumbai Indians played against Royal Challengers Bengaluru at Wankhede Stadium. Toss winner was Mumbai Indians who chose to bat. Match winner was Mumbai Indians.
match,Delhi Capitals vs Pune Warriors,IPL match on 2013-04-28: Delhi Capitals played against Pune Warriors at Shaheed Veer Narayan Singh International Stadium. Toss winner was Pune Warriors who chose to field. Match winner was Delhi Capitals.
match,Chennai Super Kings vs Kolkata Knight Riders,"IPL match on 2013-04-28: Chennai Super Kings played against Kolkata Knight Riders at MA Chidambaram Stadium, Chepauk. Toss winner was Kolkata Knight Riders who chose to field. Match winner was Chennai Super Kings."
match,Rajasthan Royals vs Royal Challengers Bengaluru,IPL match on 2013-04-29: Rajasthan Royals played against Royal Challengers Bengaluru at Sawai Mansingh Stadium. Toss winner was Rajasthan Royals who chose to field. Match winner was Rajasthan Royals.
match,Mumbai Indians vs Punjab Kings,IPL match on 2013-04-29: Mumbai Indians played against Punjab Kings at Wankhede Stadium. Toss winner was Mumbai Indians who chose to bat. Match winner was Mumbai Indians.
match,Pune Warriors vs Chennai Super Kings,IPL match on 2013-04-30: Pune Warriors played against Chennai Super Kings at Subrata Roy Sahara Stadium. Toss winner was Chennai Super Kings who chose to bat. Match winner was Chennai Super Kings.
match,Sunrisers Hyderabad vs Mumbai Indians,"IPL match on 2013-05-01: Sunrisers Hyderabad played against Mumbai Indians at Rajiv Gandhi International Stadium, Uppal. Toss winner was Mumbai Indians who chose to bat. Match winner was Sunrisers Hyderabad."
match,Delhi Capitals vs Kolkata Knight Riders,IPL match on 2013-05-01: Delhi Capitals played against Kolkata Knight Riders at Shaheed Veer Narayan Singh International Stadium. Toss winner was Kolkata Knight Riders who chose to bat. Match winner was Delhi Capitals.
match,Chennai Super Kings vs Punjab Kings,"IPL match on 2013-05-02: Chennai Super Kings played against Punjab Kings at MA Chidambaram Stadium, Chepauk. Toss winner was Chennai Super Kings who chose to bat. Match winner was Chennai Super Kings."
match,Pune Warriors vs Royal Challengers Bengaluru,IPL match on 2013-05-02: Pune Warriors played against Royal Challengers Bengaluru at Subrata Roy Sahara Stadium. Toss winner was Royal Challengers Bengaluru who chose to bat. Match winner was Royal Challengers Bengaluru.
match,Kolkata Knight Riders vs Rajasthan Royals,IPL match on 2013-05-03: Kolkata Knight Riders played against Rajasthan Royals at Eden Gardens. Toss winner was Rajasthan Royals who chose to bat. Match winner was Kolkata Knight Riders.
match,Sunrisers Hyderabad vs Delhi Capitals,"IPL match on 2013-05-04: Sunrisers Hyderabad played against Delhi Capitals at Rajiv Gandhi International Stadium, Uppal. Toss winner was Delhi Capitals who chose to bat. Match winner was Sunrisers Hyderabad."
match,Mumbai Indians vs Chennai Super Kings,IPL match on 2013-05-05: Mumbai Indians played against Chennai Super Kings at Wankhede Stadium. Toss winner was Mumbai Indians who chose to bat. Match winner was Mumbai Indians.
match,Rajasthan Royals vs Pune Warriors,IPL match on 2013-05-05: Rajasthan Royals played against Pune Warriors at Sawai Mansingh Stadium. Toss winner was Pune Warriors who chose to bat. Match winner was Rajasthan Royals.
match,Punjab Kings vs Royal Challengers Bengaluru,"IPL match on 2013-05-06: Punjab Kings played against Royal Challengers Bengaluru at Punjab Cricket Association Stadium, Mohali. Toss winner was Punjab Kings who chose to field. Match winner was Punjab Kings."
match,Rajasthan Royals vs Delhi Capitals,IPL match on 2013-05-07: Rajasthan Royals played against Delhi Capitals at Sawai Mansingh Stadium. Toss winner was Delhi Capitals who chose to bat. Match winner was Rajasthan Royals.
match,Mumbai Indians vs Kolkata Knight Riders,IPL match on 2013-05-07: Mumbai Indians played against Kolkata Knight Riders at Wankhede Stadium. Toss winner was Mumbai Indians who chose to bat. Match winner was Mumbai Indians.
match,Sunrisers Hyderabad vs Chennai Super Kings,"IPL match on 2013-05-08: Sunrisers Hyderabad played against Chennai Super Kings at Rajiv Gandhi International Stadium, Uppal. Toss winner was Sunrisers Hyderabad who chose to field. Match winner was Chennai Super Kings."
match,Punjab Kings vs Rajasthan Royals,"IPL match on 2013-05-09: Punjab Kings played against Rajasthan Royals at Punjab Cricket Association Stadium, Mohali. Toss winner was Rajasthan Royals who chose to field. Match winner was Rajasthan Royals."
match,Pune Warriors vs Kolkata Knight Riders,IPL match on 2013-05-09: Pune Warriors played against Kolkata Knight Riders at Subrata Roy Sahara Stadium. Toss winner was Kolkata Knight Riders who chose to bat. Match winner was Kolkata Knight Riders.
match,Delhi Capitals vs Royal Challengers Bengaluru,IPL match on 2013-05-10: Delhi Capitals played against Royal Challengers Bengaluru at Feroz Shah Kotla. Toss winner was Delhi Capitals who chose to field. Match winner was Royal Challengers Bengaluru.
match,Pune Warriors vs Mumbai Indians,IPL match on 2013-05-11: Pune Warriors played against Mumbai Indians at Subrata Roy Sahara Stadium. Toss winner was Pune Warriors who chose to bat. Match winner was Mumbai Indians.
match,Punjab Kings vs Sunrisers Hyderabad,"IPL match on 2013-05-11: Punjab Kings played against Sunrisers Hyderabad at Punjab Cricket Association Stadium, Mohali. Toss winner was Punjab Kings who chose to field. Match winner was Sunrisers Hyderabad."
match,Kolkata Knight Riders vs Royal Challengers Bengaluru,IPL match on 2013-05-12: Kolkata Knight Riders played against Royal Challengers Bengaluru at JSCA International Stadium Complex. Toss winner was Kolkata Knight Riders who chose to field. Match winner was Kolkata Knight Riders.
match,Rajasthan Royals vs Chennai Super Kings,IPL match on 2013-05-12: Rajasthan Royals played against Chennai Super Kings at Sawai Mansingh Stadium. Toss winner was Rajasthan Royals who chose to field. Match winner was Rajasthan Royals.
match,Mumbai Indians vs Sunrisers Hyderabad,IPL match on 2013-05-13: Mumbai Indians played against Sunrisers Hyderabad at Wankhede Stadium. Toss winner was Sunrisers Hyderabad who chose to bat. Match winner was Mumbai Indians.
match,Royal Challengers Bengaluru vs Punjab Kings,IPL match on 2013-05-14: Royal Challengers Bengaluru played against Punjab Kings at M Chinnaswamy Stadium. Toss winner was Punjab Kings who chose to field. Match winner was Punjab Kings.
match,Chennai Super Kings vs Delhi Capitals,"IPL match on 2013-05-14: Chennai Super Kings played against Delhi Capitals at MA Chidambaram Stadium, Chepauk. Toss winner was Chennai Super Kings who chose to bat. Match winner was Chennai Super Kings."
match,Mumbai Indians vs Rajasthan Royals,IPL match on 2013-05-15: Mumbai Indians played against Rajasthan Royals at Wankhede Stadium. Toss winner was Rajasthan Royals who chose to field. Match winner was Mumbai Indians.
match,Kolkata Knight Riders vs Pune Warriors,IPL match on 2013-05-15: Kolkata Knight Riders played against Pune Warriors at JSCA International Stadium Complex. Toss winner was Kolkata Knight Riders who chose to field. Match winner was Pune Warriors.
match,Punjab Kings vs Delhi Capitals,IPL match on 2013-05-16: Punjab Kings played against Delhi Capitals at Himachal Pradesh Cricket Association Stadium. Toss winner was Delhi Capitals who chose to field. Match winner was Punjab Kings.
match,Sunrisers Hyderabad vs Rajasthan Royals,"IPL match on 2013-05-17: Sunrisers Hyderabad played against Rajasthan Royals at Rajiv Gandhi International Stadium, Uppal. Toss winner was Sunrisers Hyderabad who chose to bat. Match winner was Sunrisers Hyderabad."
match,Punjab Kings vs Mumbai Indians,IPL match on 2013-05-18: Punjab Kings played against Mumbai Indians at Himachal Pradesh Cricket Association Stadium. Toss winner was Mumbai Indians who chose to field. Match winner was Punjab Kings.
match,Royal Challengers Bengaluru vs Chennai Super Kings,IPL match on 2013-05-18: Royal Challengers Bengaluru played against Chennai Super Kings at M Chinnaswamy Stadium. Toss winner was Chennai Super Kings who chose to field. Match winner was Royal Challengers Bengaluru.
match,Pune Warriors vs Delhi Capitals,IPL match on 2013-05-19: Pune Warriors played against Delhi Capitals at Subrata Roy Sahara Stadium. Toss winner was Pune Warriors who chose to bat. Match winner was Pune Warriors.
match,Sunrisers Hyderabad vs Kolkata Knight Riders,"IPL match on 2013-05-19: Sunrisers Hyderabad played against Kolkata Knight Riders at Rajiv Gandhi International Stadium, Uppal. Toss winner was Kolkata Knight Riders who chose to bat. Match winner was Sunrisers Hyderabad."
match,Chennai Super Kings vs Mumbai Indians,IPL match on 2013-05-21: Chennai Super Kings played against Mumbai Indians at Feroz Shah Kotla. Toss winner was Chennai Super Kings who chose to bat. Match winner was Chennai Super Kings.
match,Rajasthan Royals vs Sunrisers Hyderabad,IPL match on 2013-05-22: Rajasthan Royals played against Sunrisers Hyderabad at Feroz Shah Kotla. Toss winner was Sunrisers Hyderabad who chose to bat. Match winner was Rajasthan Royals.
match,Mumbai Indians vs Rajasthan Royals,IPL match on 2013-05-24: Mumbai Indians played against Rajasthan Royals at Eden Gardens. Toss winner was Rajasthan Royals who chose to bat. Match winner was Mumbai Indians.
match,Chennai Super Kings vs Mumbai Indians,IPL match on 2013-05-26: Chennai Super Kings played against Mumbai Indians at Eden Gardens. Toss winner was Mumbai Indians who chose to bat. Match winner was Mumbai Indians.
match,Mumbai Indians vs Kolkata Knight Riders,IPL match on 2014-04-16: Mumbai Indians played against Kolkata Knight Riders at Sheikh Zayed Stadium. Toss winner was Kolkata Knight Riders who chose to bat. Match winner was Kolkata Knight Riders.
match,Delhi Capitals vs Royal Challengers Bengaluru,IPL match on 2014-04-17: Delhi Capitals played against Royal Challengers Bengaluru at Sharjah Cricket Stadium. Toss winner was Royal Challengers Bengaluru who chose to field. Match winner was Royal Challengers Bengaluru.
match,Sunrisers Hyderabad vs Rajasthan Royals,IPL match on 2014-04-18: Sunrisers Hyderabad played against Rajasthan Royals at Sheikh Zayed Stadium. Toss winner was Rajasthan Royals who chose to field. Match winner was Rajasthan Royals.
match,Chennai Super Kings vs Punjab Kings,IPL match on 2014-04-18: Chennai Super Kings played against Punjab Kings at Sheikh Zayed Stadium. Toss winner was Chennai Super Kings who chose to bat. Match winner was Punjab Kings.
match,Royal Challengers Bengaluru vs Mumbai Indians,IPL match on 2014-04-19: Royal Challengers Bengaluru played against Mumbai Indians at Dubai International Cricket Stadium. Toss winner was Royal Challengers Bengaluru who chose to field. Match winner was Royal Challengers Bengaluru.
